File Path,Line Number,Found in Function,Assert Statement Type,Oracle Argument Position,Differential Function Line Number,Differential Test Function
kernel_tests\distributions\laplace_test.py,332,_assertIntegral,assertNear,2,327,UNSUPPORTED Constant
kernel_tests\distributions\multinomial_test.py,65,testN,assertAllClose,1,61,
kernel_tests\distributions\multinomial_test.py,74,testP,assertAllClose,1,69,
kernel_tests\distributions\multinomial_test.py,84,testLogits,assertAllClose,1,78,np.array
kernel_tests\distributions\multinomial_test.py,85,testLogits,assertAllClose,1,79,UNSUPPORTED Binary Operation
kernel_tests\distributions\multinomial_test.py,93,testPmfUnderflow,assertAllClose,2,92,
kernel_tests\distributions\multinomial_test.py,175,testPmfCountsStretchedInBroadcastWhenSameRank,assertAllClose,1,174,prob
kernel_tests\distributions\multinomial_test.py,184,testPmfCountsStretchedInBroadcastWhenLowerRank,assertAllClose,1,183,prob
kernel_tests\distributions\multinomial_test.py,216,testMultinomialMean,assertAllClose,1,214,UNSUPPORTED Binary Operation
kernel_tests\distributions\multinomial_test.py,216,testMultinomialMean,assertAllClose,2,213,multinomial.Multinomial
kernel_tests\distributions\multinomial_test.py,228,testMultinomialCovariance,assertAllClose,1,224,
kernel_tests\distributions\multinomial_test.py,228,testMultinomialCovariance,assertAllClose,2,223,multinomial.Multinomial
kernel_tests\distributions\multinomial_test.py,243,testMultinomialCovarianceBatch,assertAllClose,1,241,UNSUPPORTED Binary Operation
kernel_tests\distributions\multinomial_test.py,243,testMultinomialCovarianceBatch,assertAllClose,2,237,multinomial.Multinomial
kernel_tests\distributions\multinomial_test.py,301,testCovarianceFromSampling,assertAllClose,1,291,sess.run
kernel_tests\distributions\multinomial_test.py,301,testCovarianceFromSampling,assertAllClose,2,291,sess.run
kernel_tests\distributions\multinomial_test.py,302,testCovarianceFromSampling,assertAllClose,1,291,sess.run
kernel_tests\distributions\multinomial_test.py,302,testCovarianceFromSampling,assertAllClose,2,291,sess.run
kernel_tests\distributions\multinomial_test.py,303,testCovarianceFromSampling,assertAllClose,1,291,sess.run
kernel_tests\distributions\multinomial_test.py,303,testCovarianceFromSampling,assertAllClose,2,291,sess.run
kernel_tests\distributions\multinomial_test.py,304,testCovarianceFromSampling,assertAllClose,1,291,sess.run
kernel_tests\distributions\multinomial_test.py,304,testCovarianceFromSampling,assertAllClose,2,291,sess.run
kernel_tests\distributions\multinomial_test.py,331,testSampleUnbiasedNonScalarBatch,assertAllClose,1,324,sess.run
kernel_tests\distributions\multinomial_test.py,331,testSampleUnbiasedNonScalarBatch,assertAllClose,2,324,sess.run
kernel_tests\distributions\multinomial_test.py,333,testSampleUnbiasedNonScalarBatch,assertAllClose,1,324,sess.run
kernel_tests\distributions\multinomial_test.py,333,testSampleUnbiasedNonScalarBatch,assertAllClose,2,324,sess.run
kernel_tests\distributions\multinomial_test.py,360,testSampleUnbiasedScalarBatch,assertAllClose,1,353,sess.run
kernel_tests\distributions\multinomial_test.py,360,testSampleUnbiasedScalarBatch,assertAllClose,2,353,sess.run
kernel_tests\distributions\multinomial_test.py,362,testSampleUnbiasedScalarBatch,assertAllClose,1,353,sess.run
kernel_tests\distributions\multinomial_test.py,362,testSampleUnbiasedScalarBatch,assertAllClose,2,353,sess.run
kernel_tests\distributions\normal_test.py,140,testNormalLogPDF,assertAllClose,1,138,logpdf
kernel_tests\distributions\normal_test.py,177,testNormalLogPDFMultidimensional,assertAllClose,1,175,logpdf
kernel_tests\distributions\normal_test.py,199,testNormalCDF,assertAllClose,1,198,cdf
kernel_tests\distributions\normal_test.py,221,testNormalSurvivalFunction,assertAllClose,1,220,sf
kernel_tests\distributions\normal_test.py,244,testNormalLogCDF,assertAllClose,1,243,logcdf
kernel_tests\distributions\normal_test.py,287,testNormalLogSurvivalFunction,assertAllClose,1,286,logsf
kernel_tests\distributions\normal_test.py,308,testNormalEntropyWithScalarInputs,assertAllClose,1,307,entropy
kernel_tests\distributions\normal_test.py,320,testNormalEntropy,assert_allclose,1,318,UNSUPPORTED Binary Operation
kernel_tests\distributions\normal_test.py,367,testNormalQuantile,assertAllClose,1,366,ppf
kernel_tests\distributions\normal_test.py,431,testNormalSample,assertAllClose,2,420,UNSUPPORTED Constant
kernel_tests\distributions\normal_test.py,432,testNormalSample,assertAllClose,2,421,np.sqrt
kernel_tests\distributions\normal_test.py,548,testNormalNormalKL,assertAllClose,2,544,UNSUPPORTED Binary Operation
kernel_tests\distributions\special_math_test.py,55,_check_strictly_increasing,assert_array_less,2,54,np.diff
kernel_tests\distributions\special_math_test.py,105,testNdtri,assertAllClose,1,103,special.ndtri
kernel_tests\distributions\special_math_test.py,121,testNdtriDynamicShape,assertAllClose,1,120,special.ndtri
kernel_tests\distributions\special_math_test.py,121,testNdtriDynamicShape,assertAllClose,2,118,sess.run
kernel_tests\distributions\special_math_test.py,371,testErfInvValues,assertAllClose,1,369,special.erfinv
kernel_tests\distributions\special_math_test.py,421,_test_grid_log,assertAllClose,1,420,scipy_dist.logcdf
kernel_tests\distributions\special_math_test.py,421,_test_grid_log,assertAllClose,2,407,eval
kernel_tests\distributions\student_t_test.py,75,testStudentPDFAndLogPDF,assertAllClose,1,73,stats.t.logpdf
kernel_tests\distributions\student_t_test.py,77,testStudentPDFAndLogPDF,assertAllClose,1,74,stats.t.pdf
kernel_tests\distributions\student_t_test.py,102,testStudentLogPDFMultidimensional,assertAllClose,1,100,stats.t.logpdf
kernel_tests\distributions\student_t_test.py,104,testStudentLogPDFMultidimensional,assertAllClose,1,101,stats.t.pdf
kernel_tests\distributions\student_t_test.py,129,testStudentCDFAndLogCDF,assertAllClose,1,127,stats.t.logcdf
kernel_tests\distributions\student_t_test.py,132,testStudentCDFAndLogCDF,assertAllClose,1,128,stats.t.cdf
kernel_tests\distributions\student_t_test.py,156,testStudentEntropy,assertAllClose,1,151,stats.t.entropy
kernel_tests\distributions\student_t_test.py,156,testStudentEntropy,assertAllClose,1,155,np.reshape
kernel_tests\distributions\student_t_test.py,171,testStudentSample,assertAllClose,2,163,UNSUPPORTED Constant
kernel_tests\distributions\student_t_test.py,253,_checkKLApprox,assertLess,1,252,np.sum
kernel_tests\distributions\student_t_test.py,368,testVarianceAllowNanStatsFalseGivesCorrectValueForDefinedBatchMembers,assertAllClose,1,365,stats.t.var
kernel_tests\distributions\student_t_test.py,397,testStd,assertAllClose,1,394,stats.t.std
kernel_tests\distributions\student_t_test.py,481,_assertIntegral,assertNear,2,476,UNSUPPORTED Constant
kernel_tests\distributions\uniform_test.py,56,testUniformRange,assertAllClose,1,53,UNSUPPORTED Constant
kernel_tests\distributions\uniform_test.py,57,testUniformRange,assertAllClose,1,54,UNSUPPORTED Constant
kernel_tests\distributions\uniform_test.py,106,testUniformPDFWithScalarEndpoint,assertAllClose,1,103,np.array
kernel_tests\distributions\uniform_test.py,126,_expected_cdf,assertAllClose,1,126,UNSUPPORTED Name (named variable or defined function: _expected_cdf)
kernel_tests\distributions\uniform_test.py,138,testUniformEntropy,assertAllClose,1,137,np.log
kernel_tests\distributions\uniform_test.py,210,testUniformMean,assertAllClose,2,209,stats.uniform
kernel_tests\distributions\uniform_test.py,220,testUniformVariance,assertAllClose,2,219,stats.uniform
kernel_tests\distributions\uniform_test.py,230,testUniformStd,assertAllClose,2,229,stats.uniform
kernel_tests\distributions\uniform_test.py,266,testUniformBroadcasting,assertAllClose,1,265,np.array
kernel_tests\distributions\uniform_test.py,281,testUniformSampleWithShape,assertAllClose,1,276,
kernel_tests\distributions\uniform_test.py,281,testUniformSampleWithShape,assertAllClose,1,284,
kernel_tests\distributions\uniform_test.py,285,testUniformSampleWithShape,assertAllClose,1,276,
kernel_tests\distributions\uniform_test.py,285,testUniformSampleWithShape,assertAllClose,1,284,
kernel_tests\distributions\util_test.py,141,testLogits,assertAllClose,1,135,np.array
kernel_tests\distributions\util_test.py,142,testLogits,assertAllClose,1,136,_logit
kernel_tests\distributions\util_test.py,152,testLogitsMultidimensional,assertAllClose,2,146,np.array
kernel_tests\distributions\util_test.py,153,testLogitsMultidimensional,assertAllClose,2,147,np.log
kernel_tests\distributions\util_test.py,161,testProbability,assertAllClose,1,161,UNSUPPORTED Name (named variable or defined function: _logit)
kernel_tests\distributions\util_test.py,162,testProbability,assertAllClose,1,157,np.array
kernel_tests\distributions\util_test.py,172,testProbabilityMultidimensional,assertAllClose,1,166,np.array
kernel_tests\distributions\util_test.py,368,testLogCombinationsBinomial,assertAllClose,1,362,np.log
kernel_tests\distributions\util_test.py,730,_run_test,assertAllClose,1,725,self._fill_triangular
kernel_tests\distributions\util_test.py,730,_run_test,assertAllClose,2,723,sess.run
kernel_tests\distributions\util_test.py,731,_run_test,assertAllClose,1,707,np.asarray
kernel_tests\distributions\util_test.py,731,_run_test,assertAllClose,2,723,sess.run
kernel_tests\distributions\util_test.py,932,_testSoftplus,assertAllCloseAccordingToType,1,926,self._npSoftplus
kernel_tests\distributions\util_test.py,932,_testSoftplus,assertAllCloseAccordingToType,2,930,sess.run
kernel_tests\distributions\util_test.py,937,_testSoftplus,assertAllCloseAccordingToType,1,925,np.asarray
kernel_tests\distributions\util_test.py,937,_testSoftplus,assertAllCloseAccordingToType,2,930,sess.run
kernel_tests\distributions\util_test.py,997,testGradient,assertLess,1,994,gradient_checker.compute_gradient_error
kernel_tests\linalg\linear_operator_addition_test.py,84,test_two_diag_operators,assertAllClose,2,82,
kernel_tests\linalg\linear_operator_addition_test.py,107,test_three_diag_operators,assertAllClose,2,105,
kernel_tests\linalg\linear_operator_addition_test.py,131,test_diag_tril_diag,assertAllClose,2,129,
kernel_tests\linalg\linear_operator_addition_test.py,154,test_matrix_diag_tril_diag_uses_custom_name,assertAllClose,2,152,
kernel_tests\linalg\linear_operator_addition_test.py,282,test_identity_plus_identity,assertAllClose,2,278,self._adder.add
kernel_tests\linalg\linear_operator_addition_test.py,300,test_identity_plus_scaled_identity,assertAllClose,2,296,self._adder.add
kernel_tests\linalg\linear_operator_addition_test.py,319,test_scaled_identity_plus_scaled_identity,assertAllClose,2,315,self._adder.add
kernel_tests\linalg\linear_operator_addition_test.py,343,test_identity_plus_identity_returns_diag,assertAllClose,2,339,self._adder.add
kernel_tests\linalg\linear_operator_addition_test.py,363,test_diag_plus_diag,assertAllClose,2,359,self._adder.add
kernel_tests\linalg\linear_operator_addition_test.py,389,test_diag_plus_tril,assertAllClose,2,385,self._adder.add
kernel_tests\linalg\linear_operator_addition_test.py,412,test_diag_plus_diag,assertAllClose,2,408,self._adder.add
kernel_tests\linalg\linear_operator_adjoint_test.py,171,test_matvec,assertAllClose,1,168,np.array
kernel_tests\linalg\linear_operator_adjoint_test.py,237,test_solvevec,assertAllClose,1,234,np.linalg.inv
kernel_tests\linalg\linear_operator_circulant_test.py,629,test_real_hermitian_spectrum_gives_real_symmetric_operator,assert_allclose,2,625,math_ops.imag
kernel_tests\linalg\linear_operator_circulant_test.py,643,test_real_spectrum_gives_self_adjoint_operator,assertAllClose,2,641,linalg.adjoint
kernel_tests\linalg\linear_operator_circulant_test.py,735,test_real_spectrum_gives_self_adjoint_operator,assertAllClose,2,731,linalg.adjoint
kernel_tests\linalg\linear_operator_identity_test.py,89,test_float16_matmul,assertAllClose,1,87,astype
kernel_tests\linalg\linear_operator_test.py,178,test_generic_to_dense_method_non_square_matrix_static,assertAllClose,1,173,rng.randn
kernel_tests\linalg\linear_operator_test.py,185,test_generic_to_dense_method_non_square_matrix_tensor,assertAllClose,1,181,rng.randn
kernel_tests\linalg\linear_operator_util_test.py,105,test_one_batch_matrix_returned_after_tensor_conversion,assertAllClose,1,101,rng.rand
kernel_tests\linalg\linear_operator_util_test.py,122,test_static_dims_broadcast,assertAllClose,1,114,UNSUPPORTED Binary Operation
kernel_tests\linalg\linear_operator_util_test.py,123,test_static_dims_broadcast,assertAllClose,1,115,UNSUPPORTED Binary Operation
kernel_tests\linalg\linear_operator_util_test.py,140,test_static_dims_broadcast_second_arg_higher_rank,assertAllClose,1,132,UNSUPPORTED Binary Operation
kernel_tests\linalg\linear_operator_util_test.py,141,test_static_dims_broadcast_second_arg_higher_rank,assertAllClose,1,133,UNSUPPORTED Binary Operation
kernel_tests\linalg\linear_operator_util_test.py,159,test_dynamic_dims_broadcast_32bit,assertAllClose,1,150,UNSUPPORTED Binary Operation
kernel_tests\linalg\linear_operator_util_test.py,160,test_dynamic_dims_broadcast_32bit,assertAllClose,1,151,UNSUPPORTED Binary Operation
kernel_tests\linalg\linear_operator_util_test.py,178,test_dynamic_dims_broadcast_32bit_second_arg_higher_rank,assertAllClose,1,169,UNSUPPORTED Binary Operation
kernel_tests\linalg\linear_operator_util_test.py,179,test_dynamic_dims_broadcast_32bit_second_arg_higher_rank,assertAllClose,1,170,UNSUPPORTED Binary Operation
kernel_tests\linalg\sparse\conjugate_gradient_test.py,96,_test_conjugate_gradient,assertLessEqual,1,95,np.linalg.norm
kernel_tests\linalg\sparse\conjugate_gradient_test.py,101,_test_conjugate_gradient,assertLessEqual,1,100,np.linalg.norm
kernel_tests\linalg\sparse\csr_sparse_matrix_grad_test.py,108,testLargeBatchSparseConversionGrad,assertAllClose,1,98,astype
kernel_tests\linalg\sparse\csr_sparse_matrix_grad_test.py,108,testLargeBatchSparseConversionGrad,assertAllClose,2,107,sess.run
kernel_tests\linalg\sparse\csr_sparse_matrix_ops_test.py,166,testSparseTensorConversion,assertAllClose,1,143,
kernel_tests\linalg\sparse\csr_sparse_matrix_ops_test.py,174,testSparseTensorConversion,assertAllClose,1,143,
kernel_tests\linalg\sparse\csr_sparse_matrix_ops_test.py,200,testCSRSparseMatrixResourceVariable,assertAllClose,1,185,astype
kernel_tests\linalg\sparse\csr_sparse_matrix_ops_test.py,203,testCSRSparseMatrixResourceVariable,assertAllClose,1,185,astype
kernel_tests\linalg\sparse\csr_sparse_matrix_ops_test.py,244,testBatchSparseTensorConversion,assertAllClose,1,208,
kernel_tests\linalg\sparse\csr_sparse_matrix_ops_test.py,331,testDenseConversion,assertAllClose,1,310,astype
kernel_tests\linalg\sparse\csr_sparse_matrix_ops_test.py,468,testSparseMatrixAdd,assertAllClose,1,455,UNSUPPORTED Binary Operation
kernel_tests\linalg\sparse\csr_sparse_matrix_ops_test.py,516,testSparseMatrixMatMul,assertAllClose,1,515,a_sparse_mat.dot
kernel_tests\linalg\sparse\csr_sparse_matrix_ops_test.py,694,testSparseMatrixSparseMatMul,assertAllClose,1,693,todense
kernel_tests\linalg\sparse\csr_sparse_matrix_ops_test.py,798,testLargeBatchRegisteredAddN,assertAllClose,1,797,np.sum
kernel_tests\linalg\sparse\csr_sparse_matrix_ops_test.py,873,testTranspose,assertAllClose,1,862,np.transpose
kernel_tests\linalg\sparse\csr_sparse_matrix_ops_test.py,873,testTranspose,assertAllClose,1,864,np.conj
kernel_tests\linalg\sparse\csr_sparse_matrix_ops_test.py,898,testLargeBatchTranspose,assertAllClose,1,886,np.transpose
kernel_tests\linalg\sparse\csr_sparse_matrix_ops_test.py,898,testLargeBatchTranspose,assertAllClose,1,889,np.conj
kernel_tests\linalg\sparse\csr_sparse_matrix_ops_test.py,987,testSoftmaxGrad,assertAllClose,1,974,UNSUPPORTED Binary Operation
kernel_tests\linalg\sparse\csr_sparse_matrix_ops_test.py,1012,testLargeBatchSoftmaxGrad,assertAllClose,1,999,UNSUPPORTED Binary Operation
kernel_tests\linalg\sparse\csr_sparse_matrix_ops_test.py,1063,testLargeBatchConj,assertAllClose,1,1057,np.conj
kernel_tests\linalg\sparse\csr_sparse_matrix_ops_test.py,1081,testLargeBatchSparseMatrixMulScalar,assertAllClose,1,1074,UNSUPPORTED Binary Operation
kernel_tests\linalg\sparse\csr_sparse_matrix_ops_test.py,1099,testLargeBatchSparseMatrixMulVec,assertAllClose,1,1092,UNSUPPORTED Binary Operation
kernel_tests\linalg\sparse\csr_sparse_matrix_ops_test.py,1140,testSparseCholesky,assertAllClose,1,1138,UNSUPPORTED Binary Operation
kernel_tests\linalg\sparse\csr_sparse_matrix_ops_test.py,1191,testBatchSparseCholesky,assertAllClose,1,1144,astype
kernel_tests\linalg\sparse\csr_sparse_matrix_ops_test.py,1230,testLargeBatchSparseCholesky,assertAllClose,1,1203,astype
kernel_tests\linalg\sparse\csr_sparse_matrix_ops_test.py,1230,testLargeBatchSparseCholesky,assertAllClose,1,1210,UNSUPPORTED Binary Operation
kernel_tests\linalg\sparse\csr_sparse_matrix_test.py,57,testConstructorFromSparseTensor,assertAllClose,1,45,
kernel_tests\linalg\sparse\csr_sparse_matrix_test.py,79,testConstructorFromDenseTensorNoIndices,assertAllClose,1,67,astype
kernel_tests\linalg\sparse\csr_sparse_matrix_test.py,79,testConstructorFromDenseTensorNoIndices,assertAllClose,2,72,a_sm.to_dense
kernel_tests\linalg\sparse\csr_sparse_matrix_test.py,118,testConj,assertAllClose,1,110,sparsify
kernel_tests\linalg\sparse\csr_sparse_matrix_test.py,142,testTranspose,assertAllClose,1,131,np.transpose
kernel_tests\linalg\sparse\csr_sparse_matrix_test.py,142,testTranspose,assertAllClose,1,133,np.conj
kernel_tests\linalg\sparse\csr_sparse_matrix_test.py,182,_testSparseSparse,assertAllClose,1,165,test_util.matmul_without_tf32
kernel_tests\linalg\sparse\csr_sparse_matrix_test.py,182,_testSparseSparse,assertAllClose,2,180,c_sm.to_dense
kernel_tests\linalg\sparse\csr_sparse_matrix_test.py,220,_testSparseDense,assertAllClose,1,205,test_util.matmul_without_tf32
kernel_tests\linalg\sparse\csr_sparse_matrix_test.py,220,_testSparseDense,assertAllClose,2,212,sparse_csr_matrix_ops.matmul
kernel_tests\linalg\sparse\csr_sparse_matrix_test.py,258,_testDenseSparse,assertAllClose,1,243,test_util.matmul_without_tf32
kernel_tests\linalg\sparse\csr_sparse_matrix_test.py,258,_testDenseSparse,assertAllClose,2,250,sparse_csr_matrix_ops.matmul
kernel_tests\random\multinomial_op_test.py,173,_do_sampling,assertLess,1,173,UNSUPPORTED Name (named variable or defined function: max)
kernel_tests\random\parameterized_truncated_normal_op_test.py,150,validateMoments,assertLess,1,151,UNSUPPORTED Name (named variable or defined function: z_test)
kernel_tests\random\random_binomial_test.py,75,testMoments,assertAllLess,1,68,util.test_moment_matching
kernel_tests\random\random_binomial_test.py,75,testMoments,assertAllLess,2,60,UNSUPPORTED Constant
kernel_tests\random\random_crop_test.py,77,testRandomization,assertAllClose,1,65,np.zeros
kernel_tests\random\random_crop_test.py,77,testRandomization,assertAllClose,2,72,np.repeat
kernel_tests\random\random_gamma_test.py,100,_testMoments,assertAllLess,1,94,util.test_moment_matching
kernel_tests\random\random_gamma_test.py,100,_testMoments,assertAllLess,2,82,UNSUPPORTED Constant
kernel_tests\random\random_gamma_test.py,156,testDistinct,assertLess,1,149,sum
kernel_tests\random\random_gamma_test.py,156,testDistinct,assertLess,2,150,
kernel_tests\random\random_grad_test.py,143,_testCompareToExplicitDerivative,assertAllClose,2,139,misc.derivative
kernel_tests\random\random_grad_test.py,249,testQuadraticLoss,assertAllClose,1,242,UNSUPPORTED Binary Operation
kernel_tests\random\random_ops_test.py,336,testUniformInts,assertLess,1,335,np.abs
kernel_tests\random\random_poisson_test.py,76,testMoments,assertAllLess,1,70,util.test_moment_matching
kernel_tests\random\random_poisson_test.py,76,testMoments,assertAllLess,2,63,UNSUPPORTED Constant
kernel_tests\random\stateless_random_ops_test.py,228,_test_match_stateless_cpu_gpu,assertAllClose,1,224,stateless_op
kernel_tests\random\stateless_random_ops_test.py,228,_test_match_stateless_cpu_gpu,assertAllClose,2,227,stateless_op
kernel_tests\random\stateless_random_ops_test.py,238,_test_old_and_new_stateless_match,assertAllClose,1,235,stateless_op
kernel_tests\random\stateless_random_ops_test.py,238,_test_old_and_new_stateless_match,assertAllClose,2,237,stateless_op
kernel_tests\signal\dct_ops_test.py,157,_compare,assertAllClose,1,154,
kernel_tests\signal\dct_ops_test.py,157,_compare,assertAllClose,2,155,dct_ops.dct
kernel_tests\signal\dct_ops_test.py,157,_compare,assertAllClose,2,170,dct_ops.dct
kernel_tests\signal\dct_ops_test.py,161,_compare,assertAllClose,1,158,
kernel_tests\signal\dct_ops_test.py,161,_compare,assertAllClose,2,159,dct_ops.idct
kernel_tests\signal\dct_ops_test.py,164,_compare,assertAllClose,1,163,fftpack.dct
kernel_tests\signal\dct_ops_test.py,164,_compare,assertAllClose,2,155,dct_ops.dct
kernel_tests\signal\dct_ops_test.py,164,_compare,assertAllClose,2,170,dct_ops.dct
kernel_tests\signal\dct_ops_test.py,166,_compare,assertAllClose,1,165,fftpack.idct
kernel_tests\signal\dct_ops_test.py,166,_compare,assertAllClose,2,159,dct_ops.idct
kernel_tests\signal\dct_ops_test.py,180,_compare,assertAllClose,2,171,dct_ops.idct
kernel_tests\signal\dct_ops_test.py,181,_compare,assertAllClose,2,172,dct_ops.dct
kernel_tests\signal\fft_ops_test.py,60,_compare_forward,assertAllClose,1,53,self._np_fft
kernel_tests\signal\fft_ops_test.py,60,_compare_forward,assertAllClose,2,56,self._tf_fft
kernel_tests\signal\fft_ops_test.py,60,_compare_forward,assertAllClose,2,58,self._tf_fft
kernel_tests\signal\fft_ops_test.py,71,_compare_backward,assertAllClose,1,64,self._np_ifft
kernel_tests\signal\fft_ops_test.py,71,_compare_backward,assertAllClose,2,67,self._tf_ifft
kernel_tests\signal\fft_ops_test.py,71,_compare_backward,assertAllClose,2,69,self._tf_ifft
kernel_tests\signal\mel_ops_test.py,158,test_matches_reference_implementation,assertAllClose,1,152,spectrogram_to_mel_matrix
kernel_tests\signal\mel_ops_test.py,158,test_matches_reference_implementation,assertAllClose,2,155,mel_ops.linear_to_mel_weight_matrix
kernel_tests\signal\mel_ops_test.py,206,test_num_spectrogram_bins_dynamic,assertAllClose,1,202,spectrogram_to_mel_matrix
kernel_tests\signal\mel_ops_test.py,206,test_num_spectrogram_bins_dynamic,assertAllClose,2,204,mel_ops.linear_to_mel_weight_matrix
kernel_tests\signal\reconstruction_ops_test.py,64,test_all_ones,assertAllClose,1,61,reconstruction_ops.overlap_and_add
kernel_tests\signal\reconstruction_ops_test.py,64,test_all_ones,assertAllClose,2,63,np.array
kernel_tests\signal\reconstruction_ops_test.py,76,test_unknown_shapes,assertAllClose,1,73,reconstruction_ops.overlap_and_add
kernel_tests\signal\reconstruction_ops_test.py,76,test_unknown_shapes,assertAllClose,2,75,np.array
kernel_tests\signal\reconstruction_ops_test.py,89,test_unknown_rank,assertAllClose,1,85,reconstruction_ops.overlap_and_add
kernel_tests\signal\reconstruction_ops_test.py,89,test_unknown_rank,assertAllClose,2,88,np.array
kernel_tests\signal\reconstruction_ops_test.py,100,test_fast_path,assertAllClose,1,97,reconstruction_ops.overlap_and_add
kernel_tests\signal\reconstruction_ops_test.py,100,test_fast_path,assertAllClose,2,99,np.ones
kernel_tests\signal\shape_ops_test.py,285,test_window_larger_than_signal,assertAllClose,2,283,shape_ops.frame
kernel_tests\signal\shape_ops_test.py,285,test_window_larger_than_signal,assertAllClose,2,288,shape_ops.frame
kernel_tests\signal\shape_ops_test.py,285,test_window_larger_than_signal,assertAllClose,2,293,shape_ops.frame
kernel_tests\signal\shape_ops_test.py,285,test_window_larger_than_signal,assertAllClose,2,297,shape_ops.frame
kernel_tests\signal\shape_ops_test.py,295,test_window_larger_than_signal,assertAllClose,2,283,shape_ops.frame
kernel_tests\signal\shape_ops_test.py,295,test_window_larger_than_signal,assertAllClose,2,288,shape_ops.frame
kernel_tests\signal\shape_ops_test.py,295,test_window_larger_than_signal,assertAllClose,2,293,shape_ops.frame
kernel_tests\signal\shape_ops_test.py,295,test_window_larger_than_signal,assertAllClose,2,297,shape_ops.frame
kernel_tests\signal\shape_ops_test.py,338,test_gradient_numerical,assertLess,1,336,test.compute_gradient_error
kernel_tests\signal\spectral_ops_test.py,108,_compare,assertAllClose,1,88,spectral_ops.stft
kernel_tests\signal\spectral_ops_test.py,108,_compare,assertAllClose,2,91,spectral_ops.stft
kernel_tests\signal\spectral_ops_test.py,109,_compare,assertAllClose,1,94,spectral_ops.inverse_stft
kernel_tests\signal\spectral_ops_test.py,113,_compare,assertAllClose,1,111,SpectralOpsTest._np_stft
kernel_tests\signal\spectral_ops_test.py,113,_compare,assertAllClose,2,88,spectral_ops.stft
kernel_tests\signal\spectral_ops_test.py,117,_compare,assertAllClose,1,115,SpectralOpsTest._np_inverse_stft
kernel_tests\signal\spectral_ops_test.py,117,_compare,assertAllClose,2,94,spectral_ops.inverse_stft
kernel_tests\signal\spectral_ops_test.py,253,test_inverse_stft_window_fn_special_case,assertAllClose,1,250,window_ops.hann_window
kernel_tests\signal\spectral_ops_test.py,363,test_mdct_round_trip,assertAllClose,2,342,astype
kernel_tests\signal\spectral_ops_test.py,363,test_mdct_round_trip,assertAllClose,2,359,
kernel_tests\signal\window_ops_test.py,82,_check_mdct_window,assertAllClose,1,81,UNSUPPORTED Binary Operation
kernel_tests\signal\window_ops_test.py,85,_check_mdct_window,assertAllClose,1,84,UNSUPPORTED Binary Operation
kernel_tests\signal\window_ops_test.py,96,_compare_window_fns,assertAllClose,1,92,astype
kernel_tests\signal\window_ops_test.py,96,_compare_window_fns,assertAllClose,2,94,tf_window_fn
kernel_tests\v1_compat_tests\scatter_nd_ops_test.py,123,_VariableRankTest,assertAllClose,1,115,ref.copy
kernel_tests\v1_compat_tests\session_ops_test.py,270,testDirectHandleFeedOverlappingWithFetches,assertAllClose,2,269,sess.run
kernel_tests\v1_compat_tests\session_ops_test.py,273,testDirectHandleFeedOverlappingWithFetches,assertAllClose,2,272,sess.run
kernel_tests\v1_compat_tests\session_ops_test.py,276,testDirectHandleFeedOverlappingWithFetches,assertAllClose,2,269,sess.run
kernel_tests\v1_compat_tests\session_ops_test.py,277,testDirectHandleFeedOverlappingWithFetches,assertAllClose,2,272,sess.run
kernel_tests\v1_compat_tests\session_ops_test.py,280,testDirectHandleFeedOverlappingWithFetches,assertAllClose,2,269,sess.run
kernel_tests\v1_compat_tests\session_ops_test.py,281,testDirectHandleFeedOverlappingWithFetches,assertAllClose,2,272,sess.run
kernel_tests\v1_compat_tests\session_ops_test.py,284,testDirectHandleFeedOverlappingWithFetches,assertAllClose,2,269,sess.run
kernel_tests\v1_compat_tests\session_ops_test.py,285,testDirectHandleFeedOverlappingWithFetches,assertAllClose,2,272,sess.run
