File Path,Line Number,Found in Function,Assert Statement Type,Oracle Argument Position,Differential Function Line Number,Differential Test Function
kernel_tests\aggregate_ops_test.py,69,testAddN,assertAllClose,1,66,np.sum
kernel_tests\aggregate_ops_test.py,83,testUnknownShapes,assertAllClose,1,80,np.sum
kernel_tests\aggregate_ops_test.py,83,testUnknownShapes,assertAllClose,2,79,sess.run
kernel_tests\array_ops_test.py,172,CheckVersusNumpy,assertAllClose,1,159,
kernel_tests\array_ops_test.py,172,CheckVersusNumpy,assertAllClose,1,161,
kernel_tests\array_ops_test.py,172,CheckVersusNumpy,assertAllClose,1,163,
kernel_tests\array_ops_test.py,172,CheckVersusNumpy,assertAllClose,2,164,array_ops.boolean_mask
kernel_tests\array_ops_test.py,217,testEmptyInput2D,assertAllClose,1,213,
kernel_tests\array_ops_test.py,217,testEmptyInput2D,assertAllClose,2,214,array_ops.boolean_mask
kernel_tests\array_ops_test.py,226,testEmptyInput1D,assertAllClose,1,222,
kernel_tests\array_ops_test.py,226,testEmptyInput1D,assertAllClose,2,223,array_ops.boolean_mask
kernel_tests\array_ops_test.py,1664,testAxis,assertAllClose,2,1645,self._scale_per_slice
kernel_tests\atrous_conv2d_test.py,84,testAtrousConv2DForward,assertAllClose,1,81,nn_ops.atrous_conv2d
kernel_tests\atrous_conv2d_test.py,84,testAtrousConv2DForward,assertAllClose,2,82,nn_ops.conv2d
kernel_tests\atrous_conv2d_test.py,137,testAtrousSequence,assertAllClose,1,125,nn_ops.atrous_conv2d
kernel_tests\atrous_conv2d_test.py,137,testAtrousSequence,assertAllClose,1,126,nn_ops.atrous_conv2d
kernel_tests\atrous_conv2d_test.py,137,testAtrousSequence,assertAllClose,1,127,nn_ops.atrous_conv2d
kernel_tests\atrous_conv2d_test.py,137,testAtrousSequence,assertAllClose,2,132,array_ops.space_to_batch
kernel_tests\atrous_conv2d_test.py,137,testAtrousSequence,assertAllClose,2,133,nn_ops.conv2d
kernel_tests\atrous_conv2d_test.py,137,testAtrousSequence,assertAllClose,2,134,nn_ops.conv2d
kernel_tests\atrous_conv2d_test.py,137,testAtrousSequence,assertAllClose,2,135,nn_ops.conv2d
kernel_tests\atrous_conv2d_test.py,137,testAtrousSequence,assertAllClose,2,136,array_ops.batch_to_space
kernel_tests\atrous_conv2d_test.py,162,testGradient,assertLess,1,157,gradient_checker.compute_gradient_error
kernel_tests\atrous_conv2d_test.py,162,testGradient,assertLess,2,161,
kernel_tests\atrous_conv2d_test.py,201,testAtrousConv2DTransposeForward,assertAllClose,1,197,nn_ops.atrous_conv2d_transpose
kernel_tests\atrous_conv2d_test.py,201,testAtrousConv2DTransposeForward,assertAllClose,2,199,nn_ops.conv2d_transpose
kernel_tests\atrous_conv2d_test.py,229,testAtrousDepthwiseConv2DForward,assertAllClose,1,226,nn_impl.depthwise_conv2d
kernel_tests\atrous_conv2d_test.py,229,testAtrousDepthwiseConv2DForward,assertAllClose,2,228,nn_impl.depthwise_conv2d
kernel_tests\atrous_convolution_test.py,265,_test_gradient,assertLess,1,262,gradient_checker.compute_gradient_error
kernel_tests\atrous_convolution_test.py,265,_test_gradient,assertLess,2,264,UNSUPPORTED Constant
kernel_tests\attention_ops_test.py,105,_VerifyValues,assertLessEqual,2,100,max
kernel_tests\attention_ops_test.py,107,_VerifyValues,assertLessEqual,2,100,max
kernel_tests\basic_gpu_test.py,100,_compare,assertAllClose,1,95,np_func
kernel_tests\basic_gpu_test.py,153,testFloorDivide,assertAllClose,1,144,np.floor_divide
kernel_tests\basic_gpu_test.py,175,_compareGpu,assertAllClose,1,169,np_func
kernel_tests\batch_matmul_op_test.py,76,_compare,assertAllClose,2,75,self._npBatchMatmul
kernel_tests\batch_scatter_ops_test.py,80,_VariableRankTest,assertAllClose,1,73,variables.Variable
kernel_tests\batch_scatter_ops_test.py,80,_VariableRankTest,assertAllClose,2,69,old.copy
kernel_tests\betainc_op_test.py,60,_testBetaInc,assertAllCloseAccordingToType,1,53,special.betainc
kernel_tests\betainc_op_test.py,69,_testBetaInc,assertAllCloseAccordingToType,1,68,special.betainc
kernel_tests\betainc_op_test.py,69,_testBetaInc,assertAllCloseAccordingToType,2,67,eval
kernel_tests\betainc_op_test.py,189,testBetaIncGrads,assertLess,1,186,gradient_checker.compute_gradient_error
kernel_tests\betainc_op_test.py,189,testBetaIncGrads,assertLess,1,195,gradient_checker.compute_gradient_error
kernel_tests\betainc_op_test.py,189,testBetaIncGrads,assertLess,2,176,UNSUPPORTED Constant
kernel_tests\betainc_op_test.py,198,testBetaIncGrads,assertLess,1,186,gradient_checker.compute_gradient_error
kernel_tests\betainc_op_test.py,198,testBetaIncGrads,assertLess,1,195,gradient_checker.compute_gradient_error
kernel_tests\betainc_op_test.py,198,testBetaIncGrads,assertLess,2,176,UNSUPPORTED Constant
kernel_tests\bias_op_base.py,57,_testBias,assertAllCloseAccordingToType,1,54,self._npBias
kernel_tests\bincount_op_test.py,554,test_ragged_bincount_count_with_weights,assertAllClose,1,551,
kernel_tests\candidate_sampler_ops_test.py,128,draw,allclose,1,128,UNSUPPORTED Name (named variable or defined function: draw)
kernel_tests\candidate_sampler_ops_test.py,128,draw,allclose,2,128,UNSUPPORTED Name (named variable or defined function: draw)
kernel_tests\cast_op_test.py,110,testBfloat16,assertAllClose,1,107,astype
kernel_tests\cast_op_test.py,113,testBfloat16,assertAllClose,1,107,astype
kernel_tests\checkpoint_ops_test.py,196,test_load_and_remap_with_init,assertAllClose,1,192,np.reshape
kernel_tests\clip_ops_test.py,47,testClipByValueGradient,assertLess,1,45,gradient_checker.compute_gradient_error
kernel_tests\clip_ops_test.py,51,testClipByValueGradient,assertLess,1,49,gradient_checker.compute_gradient_error
kernel_tests\clip_ops_test.py,62,testClipByValue,assertAllClose,1,57,
kernel_tests\clip_ops_test.py,84,testClipByValue0Type,assertAllClose,1,78,
kernel_tests\clip_ops_test.py,107,testClipByValue1Type,assertAllClose,1,100,
kernel_tests\clip_ops_test.py,130,testClipByValue2Type,assertAllClose,1,123,
kernel_tests\clip_ops_test.py,154,testClipByValue3Type,assertAllClose,1,146,
kernel_tests\clip_ops_test.py,175,testClipByValueNonFinite,assertAllClose,1,170,
kernel_tests\clip_ops_test.py,225,testClipByNormClipped,assertAllClose,1,217,
kernel_tests\clip_ops_test.py,226,testClipByNormClipped,assertAllClose,1,217,
kernel_tests\clip_ops_test.py,254,testClipByNormNotClipped,assertAllClose,1,249,
kernel_tests\clip_ops_test.py,266,testClipByNormZero,assertAllClose,1,261,
kernel_tests\clip_ops_test.py,278,testClipByNormClippedWithDim0,assertAllClose,1,273,
kernel_tests\clip_ops_test.py,290,testClipByNormClippedWithDim1,assertAllClose,1,285,
kernel_tests\clip_ops_test.py,302,testClipByNormNotClippedWithAxes,assertAllClose,1,297,
kernel_tests\clip_ops_test.py,324,testClipByGlobalNormClipped,assertAllClose,1,315,
kernel_tests\clip_ops_test.py,324,testClipByGlobalNormClipped,assertAllClose,2,319,eval
kernel_tests\clip_ops_test.py,325,testClipByGlobalNormClipped,assertAllClose,1,316,
kernel_tests\clip_ops_test.py,325,testClipByGlobalNormClipped,assertAllClose,2,320,eval
kernel_tests\clip_ops_test.py,346,testClipByGlobalNormClippedTensor,assertAllClose,1,337,
kernel_tests\clip_ops_test.py,346,testClipByGlobalNormClippedTensor,assertAllClose,2,341,eval
kernel_tests\clip_ops_test.py,347,testClipByGlobalNormClippedTensor,assertAllClose,1,338,
kernel_tests\clip_ops_test.py,347,testClipByGlobalNormClippedTensor,assertAllClose,2,342,eval
kernel_tests\clip_ops_test.py,370,testClipByGlobalNormSupportsNone,assertAllClose,1,359,
kernel_tests\clip_ops_test.py,370,testClipByGlobalNormSupportsNone,assertAllClose,2,365,eval
kernel_tests\clip_ops_test.py,371,testClipByGlobalNormSupportsNone,assertAllClose,1,360,
kernel_tests\clip_ops_test.py,371,testClipByGlobalNormSupportsNone,assertAllClose,2,366,eval
kernel_tests\clip_ops_test.py,393,testClipByGlobalNormWithIndexedSlicesClipped,assertAllClose,1,384,
kernel_tests\clip_ops_test.py,394,testClipByGlobalNormWithIndexedSlicesClipped,assertAllClose,1,385,
kernel_tests\clip_ops_test.py,424,testClipByGlobalNormNotClipped,assertAllClose,1,414,
kernel_tests\clip_ops_test.py,424,testClipByGlobalNormNotClipped,assertAllClose,2,419,eval
kernel_tests\clip_ops_test.py,425,testClipByGlobalNormNotClipped,assertAllClose,1,415,
kernel_tests\clip_ops_test.py,425,testClipByGlobalNormNotClipped,assertAllClose,2,420,eval
kernel_tests\clip_ops_test.py,444,testClipByGlobalNormZero,assertAllClose,1,434,
kernel_tests\clip_ops_test.py,444,testClipByGlobalNormZero,assertAllClose,2,439,eval
kernel_tests\clip_ops_test.py,445,testClipByGlobalNormZero,assertAllClose,1,435,
kernel_tests\clip_ops_test.py,445,testClipByGlobalNormZero,assertAllClose,2,440,eval
kernel_tests\clip_ops_test.py,474,testClipByAverageNormClipped,assertAllClose,1,469,
kernel_tests\clip_ops_test.py,486,testClipByAverageNormClippedTensor,assertAllClose,1,481,
kernel_tests\clip_ops_test.py,498,testClipByAverageNormNotClipped,assertAllClose,1,493,
kernel_tests\clip_ops_test.py,510,testClipByAverageNormZero,assertAllClose,1,505,
kernel_tests\collective_ops_test.py,167,run_all_reduce_2devices,assertAllClose,1,167,UNSUPPORTED Name (named variable or defined function: run_all_reduce_1device)
kernel_tests\collective_ops_test.py,214,run_all_gather_2devices,assertAllClose,1,214,UNSUPPORTED Name (named variable or defined function: run_all_gather_1device)
kernel_tests\collective_ops_test.py,454,run_all_reduce_2devices,assertAllClose,1,454,UNSUPPORTED Name (named variable or defined function: run_all_reduce_1device)
kernel_tests\concat_op_test.py,422,testTensorConcatDim0Grad,assertLess,1,420,gradient_checker.compute_gradient_error
kernel_tests\concat_op_test.py,437,testTensorConcatDim1Grad,assertLess,1,435,gradient_checker.compute_gradient_error
kernel_tests\concat_op_test.py,453,testIndexedSlicesConcatDim0Grad,assertLess,1,451,gradient_checker.compute_gradient_error
kernel_tests\concat_op_test.py,469,testIndexedSlicesConcatDim1Grad,assertLess,1,467,gradient_checker.compute_gradient_error
kernel_tests\concat_op_test.py,485,testIndexedSlicesConcatDim2Grad,assertLess,1,483,gradient_checker.compute_gradient_error
kernel_tests\concat_op_test.py,507,testIndexedSlicesConcatDim1Grad_UnknownInputDim,assertLess,1,504,gradient_checker.compute_gradient_error
kernel_tests\cond_v2_test.py,984,_grad_function,assertAllClose,1,984,UNSUPPORTED Name (named variable or defined function: expected)
kernel_tests\cond_v2_test.py,1322,else_branch,assertAllClose,2,1322,UNSUPPORTED Name (named variable or defined function: f)
kernel_tests\confusion_matrix_test.py,56,_testConfMatrix,assertAllClose,2,53,eval
kernel_tests\confusion_matrix_test.py,113,_testConfMatrixOnTensors,assertAllClose,2,108,np.zeros
kernel_tests\constant_op_eager_test.py,45,_testCpu,assertAllClose,1,41,np.array
kernel_tests\constant_op_eager_test.py,45,_testCpu,assertAllClose,2,43,numpy
kernel_tests\constant_op_eager_test.py,56,_testGpu,assertAllClose,1,52,np.array
kernel_tests\constant_op_eager_test.py,56,_testGpu,assertAllClose,2,54,numpy
kernel_tests\constant_op_eager_test.py,73,testFloat,assertAllClose,2,71,constant_op.constant
kernel_tests\constant_op_eager_test.py,73,testFloat,assertAllClose,2,77,constant_op.constant
kernel_tests\constant_op_eager_test.py,73,testFloat,assertAllClose,2,82,constant_op.constant
kernel_tests\constant_op_eager_test.py,73,testFloat,assertAllClose,2,88,constant_op.constant
kernel_tests\constant_op_eager_test.py,79,testFloat,assertAllClose,2,71,constant_op.constant
kernel_tests\constant_op_eager_test.py,79,testFloat,assertAllClose,2,77,constant_op.constant
kernel_tests\constant_op_eager_test.py,79,testFloat,assertAllClose,2,82,constant_op.constant
kernel_tests\constant_op_eager_test.py,79,testFloat,assertAllClose,2,88,constant_op.constant
kernel_tests\constant_op_eager_test.py,84,testFloat,assertAllClose,2,71,constant_op.constant
kernel_tests\constant_op_eager_test.py,84,testFloat,assertAllClose,2,77,constant_op.constant
kernel_tests\constant_op_eager_test.py,84,testFloat,assertAllClose,2,82,constant_op.constant
kernel_tests\constant_op_eager_test.py,84,testFloat,assertAllClose,2,88,constant_op.constant
kernel_tests\constant_op_eager_test.py,90,testFloat,assertAllClose,2,71,constant_op.constant
kernel_tests\constant_op_eager_test.py,90,testFloat,assertAllClose,2,77,constant_op.constant
kernel_tests\constant_op_eager_test.py,90,testFloat,assertAllClose,2,82,constant_op.constant
kernel_tests\constant_op_eager_test.py,90,testFloat,assertAllClose,2,88,constant_op.constant
kernel_tests\constant_op_eager_test.py,101,testDouble,assertAllClose,2,99,constant_op.constant
kernel_tests\constant_op_eager_test.py,101,testDouble,assertAllClose,2,104,constant_op.constant
kernel_tests\constant_op_eager_test.py,128,testInt64,assertAllClose,2,126,constant_op.constant
kernel_tests\constant_op_eager_test.py,549,_compare,assertAllClose,2,548,tf_ans.numpy
kernel_tests\constant_op_test.py,51,_testCpu,assertAllClose,1,46,np.array
kernel_tests\constant_op_test.py,51,_testCpu,assertAllClose,2,48,eval
kernel_tests\constant_op_test.py,61,_testGpu,assertAllClose,1,56,np.array
kernel_tests\constant_op_test.py,61,_testGpu,assertAllClose,2,58,eval
kernel_tests\constant_op_test.py,796,testGradient,assertLess,1,794,gradient_checker.compute_gradient_error
kernel_tests\constant_op_test.py,807,testDtype,assertAllClose,1,805,array_ops.identity
kernel_tests\constant_op_test.py,807,testDtype,assertAllClose,2,806,np.random.rand
kernel_tests\constant_op_test.py,820,testShape,assertAllClose,1,818,array_ops.identity
kernel_tests\constant_op_test.py,820,testShape,assertAllClose,2,819,np.random.rand
kernel_tests\constant_op_test.py,839,testUnknownShape,assertAllClose,1,836,array_ops.identity
kernel_tests\constant_op_test.py,839,testUnknownShape,assertAllClose,2,838,np.random.rand
kernel_tests\constant_op_test.py,839,testUnknownShape,assertAllClose,2,841,np.random.rand
kernel_tests\constant_op_test.py,842,testUnknownShape,assertAllClose,1,836,array_ops.identity
kernel_tests\constant_op_test.py,842,testUnknownShape,assertAllClose,2,838,np.random.rand
kernel_tests\constant_op_test.py,842,testUnknownShape,assertAllClose,2,841,np.random.rand
kernel_tests\constant_op_test.py,850,testScalarShape,assertAllClose,1,849,array_ops.identity
kernel_tests\constant_op_test.py,858,testPartialShape,assertAllClose,1,856,array_ops.identity
kernel_tests\constant_op_test.py,858,testPartialShape,assertAllClose,2,857,np.random.rand
kernel_tests\constant_op_test.py,1026,testGradient,assertLess,1,1025,gradient_checker.compute_gradient_error
kernel_tests\control_flow_ops_py_test.py,1964,testBufferForwarding,assertLess,1,1964,UNSUPPORTED Name (named variable or defined function: len)
kernel_tests\control_flow_ops_py_test.py,2951,testWhileGrad_Shape,assertAllClose,2,2943,control_flow_ops.while_loop
kernel_tests\control_flow_ops_py_test.py,2951,testWhileGrad_Shape,assertAllClose,2,2949,
kernel_tests\control_flow_ops_py_test.py,2975,testWhileGradAfterSessionRun,assertAllClose,1,2974,
kernel_tests\control_flow_ops_py_test.py,3333,fn1,assertAllClose,2,3328,control_flow_ops.while_loop
kernel_tests\control_flow_ops_py_test.py,3369,b1,assertAllClose,2,3363,control_flow_ops.while_loop
kernel_tests\control_flow_ops_py_test.py,3783,testWhileCondGrad_UnknownShape,assertAllClose,2,3780,control_flow_ops.while_loop
kernel_tests\control_flow_ops_py_test.py,3783,testWhileCondGrad_UnknownShape,assertAllClose,2,3781,
kernel_tests\control_flow_ops_py_test.py,3783,testWhileCondGrad_UnknownShape,assertAllClose,2,3782,sess.run
kernel_tests\control_flow_ops_py_test.py,4945,testGuardedAssertDoesNotCopyWhenTrue,assertLess,2,4945,UNSUPPORTED Name (named variable or defined function: len)
kernel_tests\conv1d_test.py,122,testConv1DTranspose,assertAllClose,1,103,np.zeros
kernel_tests\conv1d_transpose_test.py,61,testConv1DTransposeSingleStride,assertAllClose,1,57,UNSUPPORTED Binary Operation
kernel_tests\conv1d_transpose_test.py,90,testConv1DTransposeSame,assertAllClose,1,85,UNSUPPORTED Constant
kernel_tests\conv1d_transpose_test.py,131,testConv1DTransposeValid,assertAllClose,1,111,np.zeros
kernel_tests\conv1d_transpose_test.py,151,testGradient,assertLess,1,147,gradient_checker.compute_gradient_error
kernel_tests\conv1d_transpose_test.py,151,testGradient,assertLess,2,150,UNSUPPORTED Constant
kernel_tests\conv1d_transpose_test.py,182,testConv1DTransposeSingleStrideNCW,assertAllClose,1,178,UNSUPPORTED Binary Operation
kernel_tests\conv1d_transpose_test.py,214,testConv1DTransposeSameNCW,assertAllClose,1,209,UNSUPPORTED Constant
kernel_tests\conv1d_transpose_test.py,256,testConv1DTransposeValidNCW,assertAllClose,1,237,np.zeros
kernel_tests\conv2d_backprop_filter_grad_test.py,72,testGradient,assertLess,1,67,gradient_checker.compute_gradient_error
kernel_tests\conv2d_backprop_filter_grad_test.py,72,testGradient,assertLess,2,71,
kernel_tests\conv2d_backprop_filter_grad_test.py,117,testGradientDilatedConv,assertLess,1,112,gradient_checker.compute_gradient_error
kernel_tests\conv2d_backprop_filter_grad_test.py,117,testGradientDilatedConv,assertLess,2,116,UNSUPPORTED Constant
kernel_tests\conv2d_transpose_test.py,78,testConv2DTransposeSingleStride,assertAllClose,1,68,UNSUPPORTED Binary Operation
kernel_tests\conv2d_transpose_test.py,114,testConv2DTransposeSame,assertAllClose,1,102,UNSUPPORTED Constant
kernel_tests\conv2d_transpose_test.py,164,testConv2DTransposeValid,assertAllClose,1,134,np.zeros
kernel_tests\conv2d_transpose_test.py,184,testGradient,assertLess,1,180,gradient_checker.compute_gradient_error
kernel_tests\conv2d_transpose_test.py,184,testGradient,assertLess,2,183,UNSUPPORTED Constant
kernel_tests\conv2d_transpose_test.py,219,testConv2DTransposeSingleStrideNCHW,assertAllClose,1,212,UNSUPPORTED Binary Operation
kernel_tests\conv2d_transpose_test.py,255,testConv2DTransposeSameNCHW,assertAllClose,1,247,UNSUPPORTED Constant
kernel_tests\conv2d_transpose_test.py,303,testConv2DTransposeValidNCHW,assertAllClose,1,278,np.zeros
kernel_tests\conv3d_backprop_filter_v2_grad_test.py,63,testGradient,assertLess,1,58,gradient_checker.compute_gradient_error
kernel_tests\conv3d_backprop_filter_v2_grad_test.py,63,testGradient,assertLess,2,62,UNSUPPORTED Constant
kernel_tests\conv3d_transpose_test.py,83,testConv3DTransposeSingleStride,assertAllClose,1,76,UNSUPPORTED Binary Operation
kernel_tests\conv3d_transpose_test.py,83,testConv3DTransposeSingleStride,assertAllClose,1,78,UNSUPPORTED Binary Operation
kernel_tests\conv3d_transpose_test.py,83,testConv3DTransposeSingleStride,assertAllClose,1,80,UNSUPPORTED Binary Operation
kernel_tests\conv3d_transpose_test.py,83,testConv3DTransposeSingleStride,assertAllClose,1,82,UNSUPPORTED Binary Operation
kernel_tests\conv3d_transpose_test.py,121,testConv3DTransposeSame,assertAllClose,1,114,UNSUPPORTED Binary Operation
kernel_tests\conv3d_transpose_test.py,121,testConv3DTransposeSame,assertAllClose,1,116,UNSUPPORTED Binary Operation
kernel_tests\conv3d_transpose_test.py,121,testConv3DTransposeSame,assertAllClose,1,118,UNSUPPORTED Binary Operation
kernel_tests\conv3d_transpose_test.py,121,testConv3DTransposeSame,assertAllClose,1,120,UNSUPPORTED Constant
kernel_tests\conv3d_transpose_test.py,204,testConv3DTransposeValid,assertAllClose,1,172,np.zeros
kernel_tests\conv3d_transpose_test.py,224,testGradient,assertLess,1,220,gradient_checker.compute_gradient_error
kernel_tests\conv3d_transpose_test.py,224,testGradient,assertLess,2,223,UNSUPPORTED Constant
kernel_tests\conv_ops_3d_test.py,214,testConv3DExpandedBatch,assertAllClose,1,208,nn_ops.conv3d_v2
kernel_tests\conv_ops_3d_test.py,240,testConvolutionClass3DExpandedBatch,assertAllClose,1,236,convolver1
kernel_tests\conv_ops_3d_test.py,256,testConvolutionWith2SpatialDimensionsAndExpandedBatch,assertAllClose,1,250,nn_ops.convolution
kernel_tests\conv_ops_3d_test.py,554,_ConstructAndTestGradientForConfig,assertLess,1,547,max
kernel_tests\conv_ops_3d_test.py,554,_ConstructAndTestGradientForConfig,assertLess,1,551,max
kernel_tests\conv_ops_3d_test.py,554,_ConstructAndTestGradientForConfig,assertLess,2,506,UNSUPPORTED Constant
kernel_tests\conv_ops_3d_test.py,554,_ConstructAndTestGradientForConfig,assertLess,2,508,UNSUPPORTED Constant
kernel_tests\conv_ops_3d_test.py,554,_ConstructAndTestGradientForConfig,assertLess,2,510,UNSUPPORTED Constant
kernel_tests\conv_ops_test.py,1948,ConstructAndTestGradient,assertLess,1,1941,max
kernel_tests\conv_ops_test.py,1948,ConstructAndTestGradient,assertLess,1,1945,max
kernel_tests\critical_section_test.py,61,fn,assertAllClose,2,62,UNSUPPORTED Name (named variable or defined function: sorted)
kernel_tests\critical_section_test.py,102,execute,assertAllClose,2,103,UNSUPPORTED Name (named variable or defined function: sorted)
kernel_tests\ctc_decoder_ops_test.py,93,_testCTCDecoder,assertAllClose,1,74,
kernel_tests\cwise_ops_binary_test.py,100,_compareCpu,assertAllClose,1,80,np_func
kernel_tests\cwise_ops_binary_test.py,101,_compareCpu,assertAllClose,1,80,np_func
kernel_tests\cwise_ops_binary_test.py,102,_compareCpu,assertAllClose,1,80,np_func
kernel_tests\cwise_ops_binary_test.py,104,_compareCpu,assertAllClose,1,80,np_func
kernel_tests\cwise_ops_binary_test.py,105,_compareCpu,assertAllClose,1,80,np_func
kernel_tests\cwise_ops_binary_test.py,144,_compareGradientX,assertAllClose,2,142,jacob_n.astype
kernel_tests\cwise_ops_binary_test.py,174,_compareGradientY,assertAllClose,2,172,jacob_n.astype
kernel_tests\cwise_ops_binary_test.py,183,_compareGpu,assertAllClose,1,177,np_func
kernel_tests\cwise_ops_binary_test.py,781,testComplexPowGrad,assertLess,1,780,gradient_checker.compute_gradient_error
kernel_tests\cwise_ops_test.py,369,_compareGradientX,assertAllClose,2,367,jacob_n.astype
kernel_tests\cwise_ops_test.py,371,_compareGradientX,assertAllClose,2,367,jacob_n.astype
kernel_tests\cwise_ops_test.py,373,_compareGradientX,assertAllClose,2,367,jacob_n.astype
kernel_tests\cwise_ops_test.py,393,_compareGradientY,assertAllClose,2,391,jacob_n.astype
kernel_tests\cwise_ops_test.py,395,_compareGradientY,assertAllClose,2,391,jacob_n.astype
kernel_tests\cwise_ops_test.py,397,_compareGradientY,assertAllClose,2,391,jacob_n.astype
kernel_tests\cwise_ops_test.py,666,_compareGradientX,assertAllClose,2,664,jacob_n.astype
kernel_tests\cwise_ops_test.py,668,_compareGradientX,assertAllClose,2,664,jacob_n.astype
kernel_tests\cwise_ops_test.py,670,_compareGradientX,assertAllClose,2,664,jacob_n.astype
kernel_tests\cwise_ops_test.py,690,_compareGradientY,assertAllClose,2,688,jacob_n.astype
kernel_tests\cwise_ops_test.py,692,_compareGradientY,assertAllClose,2,688,jacob_n.astype
kernel_tests\cwise_ops_test.py,694,_compareGradientY,assertAllClose,2,688,jacob_n.astype
kernel_tests\cwise_ops_test.py,854,_compareBinary,assertAllClose,1,851,astype
kernel_tests\cwise_ops_test.py,857,_compareBinary,assertAllClose,1,851,astype
kernel_tests\cwise_ops_test.py,864,_compareUnary,assertAllClose,1,862,astype
kernel_tests\cwise_ops_test.py,1014,testSqrt,assertAllCloseAccordingToType,1,1006,np.sqrt
kernel_tests\cwise_ops_test.py,1134,_compareAngle,assertAllClose,1,1127,np.angle
kernel_tests\cwise_ops_test.py,1288,_runtest,assertAllClose,1,1285,np.polyval
kernel_tests\cwise_ops_test.py,1313,testBroadcast,assertAllClose,1,1310,np.polyval
kernel_tests\cwise_ops_test.py,1321,testEmpty,assertAllClose,1,1318,np.polyval
kernel_tests\cwise_ops_unary_test.py,90,_compareCpu,assertAllClose,1,83,np_func
kernel_tests\cwise_ops_unary_test.py,92,_compareCpu,assertAllClose,1,83,np_func
kernel_tests\cwise_ops_unary_test.py,94,_compareCpu,assertAllClose,1,83,np_func
kernel_tests\cwise_ops_unary_test.py,109,_compareCpu,assertAllClose,2,108,jacob_n.astype
kernel_tests\cwise_ops_unary_test.py,114,_compareCpu,assertAllClose,2,108,jacob_n.astype
kernel_tests\cwise_ops_unary_test.py,119,_compareCpu,assertAllClose,2,108,jacob_n.astype
kernel_tests\cwise_ops_unary_test.py,145,_compareGpu,assertAllCloseAccordingToType,1,138,np_func
kernel_tests\decode_image_op_test.py,76,testGif,assertAllClose,2,66,np.zeros
kernel_tests\depthwise_conv_op_test.py,373,_VerifyValues,assertAllClose,2,310,_DepthwiseConv2dNumpy
kernel_tests\depthwise_conv_op_test.py,374,_VerifyValues,assertAllClose,2,310,_DepthwiseConv2dNumpy
kernel_tests\depthwise_conv_op_test.py,675,_ConstructAndTestGradient,assertLess,1,658,gradient_checker.compute_gradient_error
kernel_tests\depthwise_conv_op_test.py,675,_ConstructAndTestGradient,assertLess,1,661,gradient_checker.compute_gradient_error
kernel_tests\depthwise_conv_op_test.py,675,_ConstructAndTestGradient,assertLess,2,611,
kernel_tests\determinant_op_test.py,46,_compareDeterminantBase,assertAllClose,1,42,astype
kernel_tests\determinant_op_test.py,46,_compareDeterminantBase,assertAllClose,1,44,astype
kernel_tests\diag_op_test.py,561,testGrad,assertLess,1,557,gradient_checker.compute_gradient_error
kernel_tests\diag_op_test.py,561,testGrad,assertLess,1,572,gradient_checker.compute_gradient_error
kernel_tests\diag_op_test.py,576,testGrad,assertLess,1,557,gradient_checker.compute_gradient_error
kernel_tests\diag_op_test.py,576,testGrad,assertLess,1,572,gradient_checker.compute_gradient_error
kernel_tests\diag_op_test.py,731,_testGrad,assertLess,1,727,gradient_checker.compute_gradient_error
kernel_tests\diag_op_test.py,736,_testGrad,assertLess,1,732,gradient_checker.compute_gradient_error
kernel_tests\diag_op_test.py,910,testGrad,assertLess,1,906,gradient_checker.compute_gradient_error
kernel_tests\diag_op_test.py,910,testGrad,assertLess,1,921,gradient_checker.compute_gradient_error
kernel_tests\diag_op_test.py,925,testGrad,assertLess,1,906,gradient_checker.compute_gradient_error
kernel_tests\diag_op_test.py,925,testGrad,assertLess,1,921,gradient_checker.compute_gradient_error
kernel_tests\diag_op_test.py,1107,testRankFourFloatTensorUnknownShape,assertAllClose,2,1100,
kernel_tests\diag_op_test.py,1172,testDiagGrad,assertLess,1,1167,gradient_checker.compute_gradient_error
kernel_tests\diag_op_test.py,1193,testDiagPartGrad,assertLess,1,1188,gradient_checker.compute_gradient_error
kernel_tests\eig_op_test.py,92,testMatrixThatFailsWhenFlushingDenormsToZero,assertAllClose,1,81,astype
kernel_tests\eig_op_test.py,131,CompareEigenVectors,assertAllClose,1,130,EquilibrateEigenVectorPhases
kernel_tests\eig_op_test.py,177,RandomInput,assertAllClose,2,154,astype
kernel_tests\eig_op_test.py,177,RandomInput,assertAllClose,2,159,np.tile
kernel_tests\eig_op_test.py,184,RandomInput,assertAllClose,1,185,UNSUPPORTED Name (named variable or defined function: SortEigenValues)
kernel_tests\eig_op_test.py,184,RandomInput,assertAllClose,2,186,UNSUPPORTED Name (named variable or defined function: SortEigenValues)
kernel_tests\einsum_op_test.py,55,_check,assertAllClose,1,53,np.einsum
kernel_tests\einsum_op_test.py,181,check,assertAllClose,1,174,astype
kernel_tests\einsum_op_test.py,181,check,assertAllClose,1,177,np.einsum
kernel_tests\einsum_op_test.py,233,check,assertAllClose,1,231,np.einsum
kernel_tests\einsum_op_test.py,251,testOutputRepeatedLabels,assertAllClose,1,249,np.diag
kernel_tests\einsum_op_test.py,312,_check_gradient,assertLess,2,299,UNSUPPORTED Binary Operation
kernel_tests\embedding_ops_test.py,291,testMaxNormNontrivial,assertAllClose,1,285,embedding_ops.embedding_lookup
